,Unnamed: 0,Unnamed: 0.1,venue_id,name,lat,lng,address,distance,postalCode,cc,city,state,country,category,tipCount,likes,rating,price_tier,payments,phone,twitter,facebook,menu,formattedAddress,category_name,raw_price
75,75,75,4adcdae8f964a5203d5921e3,Elite Hotel Adlon,59.33340575072578,18.056849039328068,Vasagatan 42,4684,111 20,SE,Stockholm,Storstockholm,Sverige,Hotel,11.0,20.0,6.2,,Credit Cards: Yes (incl. American Express & MasterCard),4684026500.0,elitehotels,,,"Vasagatan 42, 111 20 Stockholm, Sverige","Hotel, Restaurant, Bar",134.0
76,76,76,5077494be4b0347051bc9c79,Ibis Styles Stockholm Odenplan,59.34237083148924,18.046766872189774,Vastmannagatan 61,5818,113 25,SE,Stockholm,Storstockholm,Sverige,Hotel,6.0,27.0,6.3,,Credit Cards: Yes (incl. American Express & MasterCard),46812090300.0,,,,"Vastmannagatan 61, 113 25 Stockholm, Sverige",Hotel,58.0
77,77,77,4adcdae9f964a520615921e3,Park Inn By Radisson Solna,59.35967579999999,18.000129,"Hotellgatan 11,",8750,171 25,SE,Solna,Storstockholm,Sverige,Hotel,14.0,30.0,6.5,,Credit Cards: Yes (incl. American Express),4684709100.0,,174618955924384.0,,"Hotellgatan 11, (Solna Centrum), 171 25 Solna, Sverige","Hotel, Event Space",70.0
78,78,78,4adcdae9f964a5206d5921e3,Lady Hamilton Hotel,59.3257162,18.0692671,Storkyrkobrinken 5,3666,111 28,SE,Stockholm,Storstockholm,Sverige,Hotel,6.0,7.0,6.0,,Credit Cards: Yes,46850640100.0,,1499952213653398.0,,"Storkyrkobrinken 5, 111 28 Stockholm, Sverige",Hotel,147.0
79,79,79,4bfafea6f214a593769eae0e,Best Western Kom Hotel,59.3395124,18.0626343,Döbelnsgatan 17,5247,111 40,SE,Stockholm,Storstockholm,Sverige,Hotel,26.0,50.0,6.2,,Credit Cards: Yes,4684122300.0,bestwesternse,221947871219561.0,,"Döbelnsgatan 17, 111 40 Stockholm, Sverige",Hotel,99.0
80,80,80,4b8f8cd7f964a520c95733e3,Mornington Hotel,59.346836954015636,17.96553678080024,Norrbyvägen 30,8949,168 69,SE,Stockholm,Storstockholm,Sverige,Hotel,14.0,28.0,6.5,,Credit Cards: Yes (incl. American Express),,,,,"Norrbyvägen 30, 168 69 Bromma, Sverige",Hotel,62.0
81,81,81,4c2e1978987f20a192854aaa,Hotell Bema,59.33769742483283,18.053734525379685,Upplandsgatan 13,5193,111 23,SE,Stockholm,Storstockholm,Sverige,Hotel,5.0,5.0,6.1,,Credit Cards: Yes,468232675.0,,,,"Upplandsgatan 13, 111 23 Stockholm, Sverige",Hotel,91.0
82,83,83,4adcdae9f964a5206c5921e3,Lord Nelson Hotel,59.32531700000001,18.0689923,22 Västerlånggatan,3626,111 29,SE,Stockholm,Storstockholm,Sverige,Hotel,9.0,11.0,5.9,,Credit Cards: Yes,46850640120.0,,177049455651057.0,,"22 Västerlånggatan, 111 29 Stockholm, Sverige","Hotel, Housing Development",147.0
83,84,84,4bff8f97ca1920a10ff2ec81,First Kungsbron Hotel,59.33207505236285,18.0534160601036,Västra Järnvägsgatan 17,4613,111 64,SE,Stockholm,Storstockholm,Sverige,Hotel,17.0,20.0,5.9,,Credit Cards: Yes,,,,,"Västra Järnvägsgatan 17, 111 64 Stockholm, Sverige",Hotel,70.0
84,85,85,55d64a34498e93d58ec017d3,Bo Hotel,59.2914205,18.083163600000034,Arenavägen 69,243,121 77,SE,Johanneshov,Storstockholm,Sverige,Hotel,1.0,2.0,7.8,,Credit Cards: Yes,46812135730.0,,,,"Arenavägen 69, 121 77 Johanneshov, Sverige",Hotel,56.0
85,86,86,4f565110e4b0ffe19722fe2f,Scandic Foresta,59.360123,18.120420000000006,Herserudsvägen 22,7694,181 50,SE,Lidingö,Storstockholm,Sverige,Hotel,3.0,16.0,6.2,,Credit Cards: Yes,46851732400.0,scandicsverige,,,"Herserudsvägen 22, 181 50 Lidingö, Sverige",Hotel,127.0
86,87,87,4adcdae8f964a5203e5921e3,Hotel Kung Carl,59.33633888672399,18.071594796295127,Birger Jarlsgatan 21,4806,111 45,SE,Stockholm,Storstockholm,Sverige,Hotel,29.0,35.0,5.9,,Credit Cards: Yes (incl. American Express),4684635000.0,thebestwestern,192907946758.0,,"Birger Jarlsgatan 21, 111 45 Stockholm, Sverige",Hotel,109.0
87,88,88,4d1c90a909546dcb2233d338,Reimersholmen Hotel,59.318314381478146,18.025112586308282,Reimersholmsgatan 5,4314,117 40,SE,Stockholm,Storstockholm,Sverige,Hotel,8.0,10.0,5.8,,Credit Cards: Yes,,,,,"Reimersholmsgatan 5, 117 40 Stockholm, Sverige",Hotel,57.0
88,89,89,4adcdaeaf964a520855921e3,City Backpackers Hostel,59.33583786162907,18.055214881896973,Upplandsgatan 2,4970,111 23,SE,Stockholm,Storstockholm,Sverige,Hostel,60.0,107.0,8.7,,Credit Cards: Yes (incl. American Express & MasterCard),468206920.0,citybackpackers,282539361877304.0,,"Upplandsgatan 2, 111 23 Stockholm, Sverige",Hostel,51.0
89,90,90,4adcdae9f964a5205b5921e3,Clarion Hotel Amaranten,59.3313502,18.045171799999935,Kungsholmsgatan 31,4735,112 27,SE,Stockholm,Storstockholm,Sverige,Hotel,51.0,101.0,5.9,,Credit Cards: Yes (incl. American Express),4686925200.0,nordic_choice,221608514665269.0,,"Kungsholmsgatan 31, 112 27 Stockholm, Sverige","Hotel, Bar, Café",81.0
90,91,91,4adcdaeaf964a520835921e3,af Chapman Hostel,59.325248832721435,18.080727938930035,Flaggmansvägen 8,3526,111 49,SE,Stockholm,Storstockholm,Sverige,Hostel,14.0,43.0,8.1,,Credit Cards: Yes,4684632266.0,,103537809715171.0,,"Flaggmansvägen 8, 111 49 Stockholm, Sverige","Hostel, Boat or Ferry",53.0
91,92,92,4adcdae9f964a5207e5921e3,Wasa Park Hotell,59.3390093,18.0388467,Sankt eriksplan 1,5658,113 20,SE,Stockholm,Storstockholm,Sverige,Hotel,3.0,3.0,5.9,,,46854545300.0,,,,"Sankt eriksplan 1, 113 20 Stockholm, Sverige",Hotel,53.0
92,94,94,53c6b1a2498e684dd009901a,Scandic Klara,59.33385479356277,18.06252854037904,Slöjdgatan 7,4638,111 57,SE,Stockholm,Storstockholm,Sverige,Hotel,10.0,40.0,5.8,,Credit Cards: Yes (incl. American Express & MasterCard),46851726600.0,scandicsverige,237593416292870.0,,"Slöjdgatan 7 (Hötorget), 111 57 Stockholm, Sverige",Hotel,143.0
93,95,95,4c16048da1010f4716cc4e18,Ersta konferens & hotell,59.316727309538784,18.090425266650392,Erstagatan 1 K,2603,116 91,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,5.0,5.5,,,4687146341.0,,,,"Erstagatan 1 K (Ersta diakoni), 116 91 Stockholm, Sverige",Hotel,76.0
94,96,96,4e4b09ddae600cc1e312a55d,Hotel Söder,59.31525106784729,18.077361947189146,Tjärhovsgatan 20,2436,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,7.0,,Credit Cards: Yes,,,,,"Tjärhovsgatan 20, Stockholm, Sverige","Hotel, Bed & Breakfast",136.0
95,97,97,4c70447cdf6b8cfa5ccdb74d,2kronor,59.34499497621653,18.05568998237318,Surbrunnsgatan 46,5936,113 48,SE,Stockholm,Storstockholm,Sverige,Hotel,7.0,6.0,5.9,,Credit Cards: Yes,,,,,"Surbrunnsgatan 46, 113 48 Stockholm, Sverige","Hostel, Hotel",46.0
96,98,98,57743a9f498e8fee01a58ec7,Generator Stockholm,59.33587315606469,18.050674008834946,Torsgatan 10,5063,111 23,SE,Stockholm,Storstockholm,Sverige,Hostel,25.0,149.0,8.0,,Credit Cards: Yes (incl. Visa & MasterCard),46850532370.0,askgenerator,76979800511.0,,"Torsgatan 10, 111 23 Stockholm, Sverige",Hostel,39.0
97,99,99,4e0d8b2aa8099e1525ffcade,Best Western Hotel Bentleys,59.3375888807032,18.05738612248205,Drottninggatan 77,5118,111 60,SE,Stockholm,Storstockholm,Sverige,Hotel,16.0,36.0,5.7,,Credit Cards: Yes,468141395.0,bestwesternse,,,"Drottninggatan 77, 111 60 Stockholm, Sverige",Hotel,120.0
98,100,100,4adcdae9f964a5206c5921e3,Lord Nelson Hotel,59.32531700000001,18.0689923,22 Västerlånggatan,3626,111 29,SE,Stockholm,Storstockholm,Sverige,Hotel,9.0,11.0,5.9,,Credit Cards: Yes,46850640120.0,,177049455651057.0,,"22 Västerlånggatan, 111 29 Stockholm, Sverige","Hotel, Housing Development",204.0
99,102,102,55d64a34498e93d58ec017d3,Bo Hotel,59.2914205,18.083163600000034,Arenavägen 69,243,121 77,SE,Johanneshov,Storstockholm,Sverige,Hotel,1.0,2.0,7.8,,Credit Cards: Yes,46812135730.0,,,,"Arenavägen 69, 121 77 Johanneshov, Sverige",Hotel,56.0
100,103,103,4b068a3bf964a520dfec22e3,Berns,59.33242168680171,18.074046352822844,Berzelii Park,4355,111 47,SE,Stockholm,Storstockholm,Sverige,Nightclub,72.0,354.0,7.9,3.0,Credit Cards: Yes (incl. American Express),46856632200.0,,,,"Berzelii Park (Berns Spegelsalong), 111 47 Stockholm, Sverige","Nightclub, Event Space, Asian Restaurant",166.0
101,104,104,4f565110e4b0ffe19722fe2f,Scandic Foresta,59.360123,18.120420000000006,Herserudsvägen 22,7694,181 50,SE,Lidingö,Storstockholm,Sverige,Hotel,3.0,16.0,6.2,,Credit Cards: Yes,46851732400.0,scandicsverige,,,"Herserudsvägen 22, 181 50 Lidingö, Sverige",Hotel,122.0
102,105,105,4bf530b8e5eba593f26f2090,Hotel Riddargatan,59.33448201207308,18.07671055067568,Riddargatan 14,4567,114 35,SE,Stockholm,Storstockholm,Sverige,Hotel,19.0,18.0,5.5,,Credit Cards: Yes,,,,,"Riddargatan 14, 114 35 Stockholm, Sverige",Hotel,94.0
103,106,106,4adcdaeaf964a520855921e3,City Backpackers Hostel,59.33583786162907,18.055214881896973,Upplandsgatan 2,4970,111 23,SE,Stockholm,Storstockholm,Sverige,Hostel,60.0,107.0,8.7,,Credit Cards: Yes (incl. American Express & MasterCard),468206920.0,citybackpackers,282539361877304.0,,"Upplandsgatan 2, 111 23 Stockholm, Sverige",Hostel,51.0
104,107,107,4adcdaeaf964a520835921e3,af Chapman Hostel,59.325248832721435,18.080727938930035,Flaggmansvägen 8,3526,111 49,SE,Stockholm,Storstockholm,Sverige,Hostel,14.0,43.0,8.1,,Credit Cards: Yes,4684632266.0,,103537809715171.0,,"Flaggmansvägen 8, 111 49 Stockholm, Sverige","Hostel, Boat or Ferry",54.0
105,109,109,4adcdae9f964a5207e5921e3,Wasa Park Hotell,59.3390093,18.0388467,Sankt eriksplan 1,5658,113 20,SE,Stockholm,Storstockholm,Sverige,Hotel,3.0,3.0,5.9,,,46854545300.0,,,,"Sankt eriksplan 1, 113 20 Stockholm, Sverige",Hotel,64.0
106,111,111,4b543997f964a520f4b427e3,Scandic Norra Bantorget,59.33677457767844,18.056450437288735,Wallingatan 15,5047,107 24,SE,Stockholm,Storstockholm,Sverige,Hotel,18.0,25.0,5.7,,Credit Cards: Yes (incl. American Express & MasterCard),46851767000.0,scandicsverige,,,"Wallingatan 15, 107 24 Stockholm, Sverige",Hotel,127.0
107,112,112,4adcdae8f964a520425921e3,Elite Hotel Stockholm Plaza,59.33762404731129,18.06978855872913,Birger Jarlsgatan 29,4963,111 45,SE,Stockholm,Storstockholm,Sverige,Hotel,18.0,24.0,5.6,,Credit Cards: Yes (incl. American Express),,elitehotels,,,"Birger Jarlsgatan 29, 111 45 Stockholm, Sverige",Hotel,120.0
108,114,114,4c16048da1010f4716cc4e18,Ersta konferens & hotell,59.316727309538784,18.090425266650392,Erstagatan 1 K,2603,116 91,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,5.0,5.5,,,4687146341.0,,,,"Erstagatan 1 K (Ersta diakoni), 116 91 Stockholm, Sverige",Hotel,78.0
109,116,116,4e4b09ddae600cc1e312a55d,Hotel Söder,59.31525106784729,18.077361947189146,Tjärhovsgatan 20,2436,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,7.0,,Credit Cards: Yes,,,,,"Tjärhovsgatan 20, Stockholm, Sverige","Hotel, Bed & Breakfast",136.0
110,117,117,4c70447cdf6b8cfa5ccdb74d,2kronor,59.34499497621653,18.05568998237318,Surbrunnsgatan 46,5936,113 48,SE,Stockholm,Storstockholm,Sverige,Hotel,7.0,6.0,5.9,,Credit Cards: Yes,,,,,"Surbrunnsgatan 46, 113 48 Stockholm, Sverige","Hostel, Hotel",46.0
111,118,118,4af9ee97f964a5205d1522e3,Crystal Plaza Hotel,59.33841828060665,18.068755988788904,Birger Jarlsgatan 35,5059,114 34,SE,Stockholm,Storstockholm,Sverige,Hotel,12.0,22.0,5.5,,Credit Cards: Yes,4684068800.0,,,,"Birger Jarlsgatan 35, 114 34 Stockholm, Sverige","Hotel, Hotel Bar",92.0
112,119,119,4c92410dae45224bcc9aee97,Guldgränd Hotel-Apartments,59.32036615536389,18.06951548825368,Guldgränd 8,3085,118 20,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,5.0,,,Credit Cards: No,4686414064.0,,,,"Guldgränd 8 (Slussen), 118 20 Stockholm, Sverige",Hotel,
113,120,120,55c35530498e17078b3a592a,Birka Hostel,59.33705057451517,18.063603864009377,Luntmakargatan 14,4968,111 37,SE,Stockholm,Storstockholm,Sverige,Hotel,4.0,15.0,5.7,,,468218418.0,,1571207886484124.0,,"Luntmakargatan 14, 111 37 Stockholm, Sverige",Hotel,25.0
114,121,121,5940eb040ff4f92a642df7fd,Scandic No 53,59.334171607710715,18.05924162995229,Kungsgatan 53,4723,111 22,SE,Stockholm,Storstockholm,Sverige,Hotel,39.0,19.0,5.2,,,46851736500.0,scandicsverige,,,"Kungsgatan 53, 111 22 Stockholm, Sverige",Hotel,138.0
115,122,122,4c011c249a950f47908908c6,Skanstulls Vandrarhem,59.30835671684754,18.08007438663183,Ringvägen 135,1654,116 61,SE,Stockholm,Storstockholm,Sverige,Hostel,14.0,40.0,7.2,,Credit Cards: Yes,4686430204.0,,,,"Ringvägen 135 (Ostgötagatan), 116 61 Stockholm, Sverige",Hostel,66.0
116,123,123,5a11831afd16bb7fd7f2563d,Stockholm Classic Hotel,59.318497,18.048197,Lundagatan 31,3424,117 27,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,2.0,,,,,,,,"Lundagatan 31, 117 27 Stockholm, Sverige",Hotel,
117,124,124,51b07d59498e63aff401ae81,Residence Perseus,59.324378063936535,18.07345390319824,Baggensgatan 17,3474,111 31,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,4.0,9.2,,Credit Cards: Yes,46709397217.0,resperseus,,,"Baggensgatan 17, 111 31 Stockholm, Sverige",Hotel,102.0
118,125,125,5c9f533c04d1ae0039e61200,Hotel Gamla Stan,59.3246626,18.0754384,Skeppsbron 22,3488,111 30,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,1.0,7.2,,Credit Cards: Yes,4684119545.0,,1698195060241351.0,,"Skeppsbron 22, 111 30 Stockholm, Sverige","Hotel, Spa",129.0
119,126,126,562bab66498e153d3a061756,Castle House Inn,59.3250647418916,18.07445100454783,Skeppsbron 22,3540,,SE,Stockholm,Storstockholm,Sverige,Hostel,2.0,41.0,7.5,,,,,,,"Stockholm, Sverige",Hostel,46.0
120,128,128,50aa9784e4b0785851740a22,Liljeholmens Stadshotell,59.308962354261034,18.01615611895857,Nybohovsbacken 50,4197,117 64,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,1.0,6.2,,Credit Cards: Yes,46851801850.0,,,,"Nybohovsbacken 50, 117 64 Stockholm, Sverige",Hotel,85.0
121,129,129,4cb7100c55af224ba9549e7e,Pärlan Hotell,59.334512374842646,18.083287499612496,Skeppargatan 27,4554,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,,,Credit Cards: Yes,,,,,"Skeppargatan 27, Stockholm, Sverige",Hotel,
122,130,130,50bafa20e4b0040a8578fd98,Hotell Älvsjö,59.27888454672722,18.00852884573759,Johan Skyttes väg,4571,125 34,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,1.0,6.6,,Credit Cards: Yes,4687275300.0,,,,"Johan Skyttes väg, 125 34 Älvsjö, Sverige","Hotel, Restaurant, Bar",58.0
123,131,131,51499ae47ab4c9f328716fef,Hostel Dalagatan,59.3399984511884,18.04740168472225,Dalagatan 30,5559,113 24,SE,Stockholm,Storstockholm,Sverige,Hostel,11.0,15.0,7.7,,Credit Cards: Yes (incl. American Express & MasterCard),468222290.0,hosteldalagatan,181098278672675.0,,"Dalagatan 30 (T-Odenplan), 113 24 Stockholm, Sverige",Hostel,51.0
124,132,132,59251df1c0cacb2b511bebc9,Hotel Hötorget,59.336685,18.061283,Dalagatan 30,4960,111 36,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,3.0,7.2,,,,,,,"111 36 Stockholm, Sverige",Hotel,85.0
125,133,133,5875c59118fd2b2aa0968ef9,Unique Hotel,59.33714000000001,18.05458,Kammakargatan 62,5119,111 24,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,2.0,7.2,,,,,,,"Kammakargatan 62, 111 24 Stockholm, Sverige",Hotel,57.0
126,134,134,4e095b64b0fbba5eee281216,Drottning Victorias Örlogshem,59.33047570709444,18.077507686161166,Teatergatan 3,4119,111 48,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,2.0,,,Credit Cards: Yes,4686110113.0,,,,"Teatergatan 3, 111 48 Stockholm, Sverige","Hostel, Hotel",
127,135,135,4adcdae9f964a520665921e3,Hotell Aldoria,59.33393672588935,18.03284595408586,Sankt Eriksgatan 38,5336,112 34,SE,Stockholm,Storstockholm,Sverige,Hotel,9.0,2.0,6.2,,Credit Cards: Yes,4686936300.0,,,,"Sankt Eriksgatan 38, 112 34 Stockholm, Sverige",Hotel,63.0
128,136,136,4c8e918f58668cfa8417d3ec,Connect Hotel City,59.33626491050085,18.028009491103045,Alströmetgatan 41,5703,112 47,SE,Stockholm,Storstockholm,Sverige,Hotel,21.0,25.0,5.5,,Credit Cards: Yes,,,,,"Alströmetgatan 41, 112 47 Stockholm, Sverige",Hotel,72.0
129,137,137,4afac87df964a520ac1822e3,Hotell Inedal,59.335398659628936,18.036186574903336,Inedalsgatan 15,5376,112 33,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,1.0,,,,4686545249.0,,158381604210387.0,,"Inedalsgatan 15, 112 33 Stockholm, Sverige",Hotel,
130,138,138,4adcdaeaf964a5208b5921e3,New World Hotel,59.29087838429214,18.024161903011137,Åbyvägen 20,3392,120 44,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,4.0,5.3,,,,,,,"Åbyvägen 20, 120 44 Årsta, Sverige",Hotel,
131,139,139,4f9c859ce4b0849ad08a7551,M/S Monika Hotel,59.33724509957374,18.03274792549148,Pier by Kungsholms Strand 133,5652,112 33,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,1.0,,,Credit Cards: Yes,46812092100.0,,,,"Pier by Kungsholms Strand 133, 112 33 Stockholm, Sverige","Hotel, Breakfast Spot",
132,140,140,4adcdae8f964a520415921e3,Scandic Ariadne,59.34876892494947,18.113380429465863,Södra kajen 37,6370,115 41,SE,Stockholm,Storstockholm,Sverige,Hotel,26.0,49.0,5.3,,Credit Cards: Yes (incl. American Express & MasterCard),46851738600.0,scandicsverige,180054402022221.0,,"Södra kajen 37, 115 41 Stockholm, Sverige",Hotel,120.0
133,141,141,4c17f1476a21c9b66a48c897,Gustav Vasa Hotel,59.34232573772582,18.046655588917442,Västmannagatan 61,5815,113 25,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,1.0,,,,46854544805.0,,,,"Västmannagatan 61, 113 25 Stockholm, Sverige",Hotel,
134,142,142,4e89c37bdab45be472174633,Pensionat Vasastan,59.34451007371436,18.05863047781006,Odengatan 38,5842,111 24,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,3.0,8.6,,Credit Cards: Yes,4686124301.0,,,,"Odengatan 38, 111 24 Stockholm, Sverige",Hotel,86.0
135,143,143,4c89c249770fb60ce1efccc3,Hotel Metro,59.29940617098878,18.017109048081785,Vretensborgsvägen 14,3834,126 30,SE,Stockholm,Storstockholm,Sverige,Hotel,9.0,0.0,5.1,,Credit Cards: Yes,468196100.0,,,,"Vretensborgsvägen 14, 126 30 Hägersten, Sverige","Hotel, Bed & Breakfast",53.0
136,144,144,4f689f5de4b0de0c91c0cd7e,2kronor City Hotel,59.33704657721732,18.05368442436396,Kammakargatan 62,5126,,SE,Stockholm,Storstockholm,Sverige,Bed & Breakfast,7.0,17.0,6.5,,,,,,,"Kammakargatan 62, Stockholm, Sverige",Bed & Breakfast,
137,145,145,4c0e8ed87189c92889b2d8b6,The Red Boat,59.32123105842721,18.061427694867643,Södermälarstrand Kajplats 10,3323,SE-118 20,SE,Stockholm,Storstockholm,Sverige,Hostel,8.0,28.0,7.1,,Credit Cards: Yes,4686444385.0,,,,"Södermälarstrand Kajplats 10, SE-118 20 Stockholm, Sverige",Hostel,55.0
138,146,146,5ca4c49dd03360002cff68ce,Blique By Nobis,59.34602523299746,18.036103878997785,Gävlegatan 18,6429,113 30,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,1.0,8.4,,Credit Cards: Yes,46855766600.0,,1924232217867349.0,,"Gävlegatan 18, 113 30 Stockholm, Sverige","Hotel, Hotel Bar",95.0
139,147,147,552dede7498ef4f6f7a8b38f,Nacka Stadshotell,59.311423425317685,18.201477985936002,Ektorpsvägen 6,6986,131 47,SE,Saltsjö-Boo,Storstockholm,Sverige,Hotel,0.0,0.0,7.0,,,4687161220.0,,,,"Ektorpsvägen 6, 131 47 Saltsjö-Boo, Sverige",Hotel,106.0
140,148,148,4c05645e517d0f47187af415,Gärdet STF,59.34138304831851,18.11174552803005,Ektorpsvägen 6,5554,,SE,Stockholm,Storstockholm,Sverige,Hostel,6.0,9.0,7.2,,Credit Cards: Yes,,,,,"Stockholm, Sverige",Hostel,
141,149,149,50363493e4b06fa331b27e70,Hotel Äppelviken,59.32877424352507,17.970394727982143,Västerled 14,7529,167 51,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,,,,,,,,"Västerled 14 (Gårdsbogatan), 167 51 Bromma, Sverige",Hotel,
142,150,150,57d2a0c4498e6c311aa7371e,Asplund Hotel Apartments,59.35331563674903,18.008667826652527,Gunnar Asplunds Allé 6,7893,171 63,SE,Solna,Storstockholm,Sverige,Hotel,0.0,2.0,8.2,,Credit Cards: Yes,4686414064.0,,128149717204647.0,,"Gunnar Asplunds Allé 6, 171 63 Solna, Sverige",Hotel,139.0
143,151,151,4be9a9cba9900f475c991540,Best Western Hotel Karlaplan,59.340411944957644,18.08836162090301,Skeppargatan 82,5218,114 59,SE,Stockholm,Storstockholm,Sverige,Hotel,12.0,17.0,5.2,,Credit Cards: Yes,468313220.0,bestwesternse,1397341730556952.0,,"Skeppargatan 82, 114 59 Stockholm, Sverige",Hotel,88.0
144,152,152,55d98394498eab573be2843e,First Hotel Solna,59.354021,17.998057,Bangatan 21,8297,171 63,SE,Solna,Storstockholm,Sverige,Hotel,1.0,1.0,7.0,,,46812140344.0,,,,"Bangatan 21, 171 63 Solna, Sverige",Hotel,81.0
145,153,153,58925db8326c5a6fe19ec69c,Biz Apartment,59.354147,17.99744,Bangatan 21,8329,,SE,Solna,Storstockholm,Sverige,Hotel,0.0,0.0,,,,,,,,Sverige,Hotel,82.0
146,154,154,552b5350498e08ccd6794eed,2Home Hotel Apartments,59.36344948529718,17.979000371908512,Bangatan 21,9784,,SE,Solna,Storstockholm,Sverige,Hotel,1.0,6.0,5.6,,,,,,,Sverige,Hotel,
147,155,155,4bbecea7006dc9b6acbdfb3f,Högberga Kursgård,59.339372283816395,18.20437191100537,Bangatan 21,8545,,SE,Solna,Storstockholm,Sverige,Hotel,2.0,3.0,,,Credit Cards: Yes,,,,,Sverige,Hotel,
148,156,156,50a0a928e4b0c4d83d45e8a1,Stockholm Inn,59.33553240380368,18.05978583408628,Drottninggatan 67,4859,111 36,SE,Stockholm,Storstockholm,Sverige,Hotel,5.0,2.0,5.1,,Credit Cards: Yes,4684110303.0,,,,"Drottninggatan 67, 111 36 Stockholm, Sverige",Hotel,63.0
149,157,157,4e52e408c65bea7986ccfa63,Hotel Ariston,59.367368564912006,18.150581599805054,Drottninggatan 67,9049,,SE,Lidingö,Storstockholm,Sverige,Hotel,0.0,0.0,,,Credit Cards: Yes,,,,,"Lidingö, Sverige",Hotel,
150,158,158,4bc1bbf22a89ef3b64a9f288,Archipelago Hostel Old Town Stockholm,59.323628204225386,18.070155707000986,Stora Nygatan 38,3428,111 27,SE,Stockholm,Storstockholm,Sverige,Hostel,6.0,14.0,6.7,,,468229940.0,,,,"Stora Nygatan 38, 111 27 Stockholm, Sverige",Hostel,36.0
151,159,159,5981decce4c459715590fedf,Best Western Plus Grow Hotel,59.358052,17.975501,Landsvägen 34,9442,171 54,SE,Solna,Storstockholm,Sverige,Hotel,0.0,2.0,8.4,,,,,,,"Landsvägen 34, 171 54 Solna, Sverige",Hotel,86.0
152,160,160,4ba7c80ef964a520d0b239e3,Maudes Hotell,59.35960532186242,17.97710315947749,Englundavägen 2,9516,171 41,SE,Solna,Storstockholm,Sverige,Hotel,1.0,2.0,8.2,,Credit Cards: Yes,46850556900.0,,,,"Englundavägen 2 (Solna Business Park), 171 41 Solna, Sverige",Hotel,96.0
153,161,161,4e9bc00e7ee539c857b14d2a,First Hotel Brommaplan,59.340164970120924,17.940804942663007,Kvarnbacksvägen 135,9626,168 74,SE,Bromma,Storstockholm,Sverige,Hotel,2.0,1.0,8.0,,,468262620.0,,,,"Kvarnbacksvägen 135, 168 74 Bromma, Sverige",Hotel,60.0
154,162,162,4eb8414c0aaf1abee07d4dae,Scandic Malmen,59.314549,18.073579,Götgatan 49-51,2400,102 66,SE,Stockholm,Storstockholm,Sverige,Hotel,29.0,22.0,4.6,,Credit Cards: Yes (incl. American Express & MasterCard),46851734700.0,scandicsverige,,,"Götgatan 49-51 (Medborgarplatsen), 102 66 Stockholm, Sverige","Hotel, Breakfast Spot",115.0
155,163,163,4adcdae8f964a5203c5921e3,Hotel Terminus,59.330620164453535,18.059359475584003,Vasagatan 20,4345,111 20,SE,Stockholm,Storstockholm,Sverige,Hotel,12.0,7.0,4.6,,Credit Cards: Yes,4684401670.0,,,,"Vasagatan 20, 111 20 Stockholm, Sverige","Hotel, Breakfast Spot",
156,164,164,5940e835a0215b4f10ab1bd0,Scandic Park,59.3407282033323,18.075570300596546,Karlavägen 43,5266,114 31,SE,Stockholm,Storstockholm,Sverige,Hotel,18.0,8.0,4.9,,Credit Cards: Yes (incl. American Express & MasterCard),46851734800.0,scandicsverige,,,"Karlavägen 43, 114 31 Stockholm, Sverige",Hotel,135.0
157,165,165,5940e8eae1f22843fc1b454a,Scandic Kungens Kurva,59.27259834789016,17.916977891299673,Ekgårdsvägen 2,9758,141 75,SE,Kungens Kurva,Storstockholm,Sverige,Hotel,6.0,5.0,5.4,,,46851734600.0,scandicsverige,,,"Ekgårdsvägen 2, 141 75 Kungens Kurva, Sverige","Hotel, Convention Center, Event Space",102.0
158,167,167,4bc8e40b762beee15ea73d38,Vanadis Hotell,59.34747907607301,18.052375038824085,Sveavägen 142,6254,113 46,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,3.0,4.7,,Credit Cards: Yes,468301211.0,,,,"Sveavägen 142, 113 46 Stockholm, Sverige","Hotel, Hostel",
