,Unnamed: 0,Unnamed: 0.1,venue_id,name,lat,lng,address,distance,postalCode,cc,city,state,country,category,tipCount,likes,rating,price_tier,payments,phone,twitter,facebook,menu,formattedAddress,category_name
76,76,76,5308ac23498eb868423257e1,Skroten café & skeppshandel,59.32223363935342,18.10002296464946,Beckholmsvägen 14,3321,115 21,SE,Stockholm,Storstockholm,Sverige,Café,9.0,22.0,8.3,1.0,,,,,,"Beckholmsvägen 14, 115 21 Stockholm, Sverige",Café
77,77,77,4eac44917ee5cd8bce3d4a5e,Gastrologik,59.333702004848156,18.080833439895443,Artillerigatan 14,4466,114 51,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,25.0,68.0,9.0,4.0,Credit Cards: Yes,4686623060.0,,,,"Artillerigatan 14, 114 51 Stockholm, Sverige",Scandinavian Restaurant
78,78,78,4adcdaf0f964a520345b21e3,Eriks Bakficka,59.33291710201844,18.093604288039018,Fredrikshovsgatan 4,4413,115 23,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,15.0,38.0,8.9,2.0,Credit Cards: Yes,4686601599.0,,,,"Fredrikshovsgatan 4, 115 23 Stockholm, Sverige","Scandinavian Restaurant, French Restaurant"
79,79,79,5b014fa6780eee002c89021b,Glashuset Restaurang & Bar,59.33127516155131,18.082579973739886,Strandvägen,4194,114 56,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,5.0,22.0,8.7,2.0,Credit Cards: Yes,4686660202.0,,,http://glashuset.com/pdf/Glashuset_meny_sv_eng_web_20180523.pdf,"Strandvägen (Kajplats 18), 114 56 Stockholm, Sverige",Scandinavian Restaurant
80,80,80,4bbb25443db7b71384f4239a,Lisa Elmqvist,59.336024913775866,18.078248940505976,"Humlegårdsgatan 1, Östermalms Saluhall",4732,114 46,SE,Stockholm,Storstockholm,Sverige,Seafood Restaurant,61.0,160.0,9.2,3.0,Credit Cards: Yes,46855340400.0,lisaelmqvist,172703132770280.0,https://lisaelmqvist.se/sv/restaurang/restaurangmeny,"Humlegårdsgatan 1, Östermalms Saluhall (Humlegårdsgatan), 114 46 Stockholm, Sverige",Seafood Restaurant
81,81,81,5594126c498e6d926dfce1b5,Docklands,59.31595701338465,18.124186797938343,Finnboda Varvsväg 18,3393,,SE,Nacka,Storstockholm,Sverige,Restaurant,9.0,19.0,8.3,2.0,Credit Cards: Yes,,docklandskrog,,,"Finnboda Varvsväg 18, Nacka Kommun, Sverige",Restaurant
82,82,82,5548ac17498ecd74c198cbf1,Maxos,59.33225261288242,18.044984272958235,Scheelegatan 13,4829,,SE,Stockholm,Storstockholm,Sverige,Falafel Restaurant,23.0,90.0,9.1,2.0,Credit Cards: Yes,46760367718.0,,867351060004829.0,,"Scheelegatan 13, Stockholm, Sverige",Falafel Restaurant
83,83,83,4c63fd4479d1e21eacddd915,Café Stiernan,59.3234061373221,18.07359749940649,Österlånggatan 45,3366,,SE,Storkyrkan,Storstockholm,Sverige,Noodle House,28.0,77.0,8.3,1.0,Credit Cards: Yes (incl. Visa & MasterCard),4684118400.0,,,,"Österlånggatan 45, Stockholm, Sverige",Noodle House
84,84,84,56dbde7b498e2649a18f7438,Thongwiset Thai Restaurang,59.31711,18.04943,Hornsgatan 85,3258,117 26,SE,Stockholm,Storstockholm,Sverige,Thai Restaurant,8.0,19.0,8.2,2.0,,4686691800.0,,,,"Hornsgatan 85, 117 26 Stockholm, Sverige",Thai Restaurant
85,85,85,558912a7498e2fb39a27839f,A.B.Café,59.29957421458804,17.998732087104088,Valborgsmässovägen 34,4869,126 37,SE,Stockholm,Storstockholm,Sverige,Café,18.0,70.0,9.1,1.0,Credit Cards: Yes,468183138.0,,1448131168841736.0,,"Valborgsmässovägen 34 (Trettondagsvägen), 126 37 Hägersten, Sverige","Café, Coffee Shop, Breakfast Spot"
86,86,86,5cb1cd6375eee4002c92ed6d,Bastard Burgers,59.33155328359071,18.066902963910245,Brunkebergstorg 10,4330,111 51,SE,Stockholm,Storstockholm,Sverige,Burger Joint,2.0,19.0,8.7,1.0,Credit Cards: Yes,468207819.0,burgersbastard,,,"Brunkebergstorg 10, 111 51 Stockholm, Sverige",Burger Joint
87,87,87,4adcdaf0f964a520485b21e3,Bakfickan,59.33019399999999,18.070884,Jakobs torg 12,4137,111 47,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,132.0,349.0,8.6,3.0,Credit Cards: Yes (incl. Visa),4686765808.0,,,,"Jakobs torg 12, 111 47 Stockholm, Sverige",Scandinavian Restaurant
88,88,88,4ec50343d3e3098aeb0e826f,Ekstedt,59.3367415,18.0749434,Humlegårdsgatan 17,4827,114 46,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,34.0,98.0,8.9,2.0,Credit Cards: Yes (incl. American Express & MasterCard),4686111210.0,niklasekstedt,1771070453163988.0,http://ekstedt.nu/english/menu/,"Humlegårdsgatan 17, 114 46 Stockholm, Sverige",Scandinavian Restaurant
89,89,89,50411c6ce4b09690b1a0bccc,Tjoget,59.3161485381493,18.03499962481768,Hornsbruksgatan 24,3731,117 34,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,24.0,79.0,8.3,2.0,Credit Cards: Yes (incl. American Express & MasterCard),468220021.0,tjogethornstull,,,"Hornsbruksgatan 24 (Borgargatan), 117 34 Stockholm, Sverige","Scandinavian Restaurant, General Entertainment, Bar"
90,90,90,4b59a57bf964a520a49028e3,Petite France,59.328024,18.03694,John Ericssonsgatan 6,4659,112 22,SE,Stockholm,Storstockholm,Sverige,Café,84.0,286.0,8.8,1.0,Credit Cards: Yes,4686182800.0,,,,"John Ericssonsgatan 6, 112 22 Stockholm, Sverige","Café, Breakfast Spot"
91,91,91,4b56e795f964a520c21e28e3,Nybrogatan 38,59.3377953,18.0799596,Nybrogatan 38,4924,114 40,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,100.0,380.0,8.9,2.0,Credit Cards: Yes,4686623322.0,bockholmengrupp,319999048038338.0,http://www.nybrogatan38.com/meny/kvallsmatsedel/,"Nybrogatan 38, 114 40 Stockholm, Sverige",Scandinavian Restaurant
92,92,92,4adcdaf0f964a5203a5b21e3,Teatergrillen,59.33374580527924,18.07610092362129,Nybrogatan 3,4489,114 34,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,10.0,43.0,8.6,2.0,Credit Cards: Yes,46854503565.0,,,http://teatergrillen.se/images/users/PDF/Webbmenyer/Teatergrillenmeny.pdf,"Nybrogatan 3, 114 34 Stockholm, Sverige",Scandinavian Restaurant
93,93,93,58c1328e88cfcc5404a55f7c,TAK,59.33073627852783,18.067112159151424,Brunkebergstorg 4,4238,111 51,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,51.0,242.0,8.5,2.0,Credit Cards: Yes,46858722080.0,,673951252757077.0,,"Brunkebergstorg 4, 111 51 Stockholm, Sverige","Scandinavian Restaurant, Japanese Restaurant, Cocktail Bar"
94,94,94,56fa3452498eb36a545a556d,Bun Meat Bun,59.31429756799487,18.070958865356367,Medborgarplatsen 3,2413,118 26,SE,Stockholm,Storstockholm,Sverige,Burger Joint,22.0,70.0,7.9,1.0,Credit Cards: Yes,46812147224.0,bunmeatbun,133869323419901.0,,"Medborgarplatsen 3, 118 26 Stockholm, Sverige",Burger Joint
95,95,95,4bdadc902a3a0f471547acb6,Vintervikens Trädgårdskafé,59.311146,17.999018,Vinterviksvägen 30,5188,117 65,SE,Stockholm,Storstockholm,Sverige,Café,16.0,82.0,9.2,1.0,Credit Cards: Yes,46738929099.0,,222438727782309.0,http://vinterviken.com/meny/,"Vinterviksvägen 30, 117 65 Stockholm, Sverige","Café, Garden Center"
96,96,96,4f9ad2b5e4b0d2a3a82669da,Pane Vino,59.317861,18.049853,Brännkyrkagatan 93,3312,117 26,SE,Stockholm,Storstockholm,Sverige,Italian Restaurant,70.0,235.0,8.1,2.0,Credit Cards: Yes,4687203550.0,,321825657915901.0,http://panevino.se/menu/,"Brännkyrkagatan 93 (Ringvägen), 117 26 Stockholm, Sverige","Italian Restaurant, Pizza Place, Gourmet Shop"
97,97,97,56e03161498efee8018c52fd,Ma Baker,59.28371644797724,18.114460502496524,Kärrtorpsplan 7,2070,121 55,SE,Johanneshov,Storstockholm,Sverige,Bakery,1.0,13.0,7.8,1.0,,46761182485.0,,,,"Kärrtorpsplan 7, 121 55 Johanneshov, Sverige","Bakery, Café"
98,98,98,59b2bc336c08d1773006a6c3,Frantzén,59.33385430000001,18.05851949999999,Klara Norra kyrkogata 26,4702,111 22,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,7.0,22.0,8.7,2.0,Credit Cards: Yes,468208580.0,,126569434175391.0,,"Klara Norra kyrkogata 26, 111 22 Stockholm, Sverige",Scandinavian Restaurant
99,99,99,59008f05d48ec15bc0a2e02e,Indian Street Food & Co.,59.33692179997988,18.058283329010013,Drottninggatan 73,5032,111 23,SE,Stockholm,Storstockholm,Sverige,Indian Restaurant,17.0,102.0,9.0,2.0,Credit Cards: Yes (incl. Visa & MasterCard),4687540056.0,indiansfsweden,653615644680036.0,,"Drottninggatan 73, 111 23 Stockholm, Sverige",Indian Restaurant
100,100,100,5b782ed8603d2a002cd8998e,Fabelbar,59.305644,18.000773000000006,Hägerstensvägen 132,4894,126 48,SE,Stockholm,Storstockholm,Sverige,Bistro,3.0,10.0,8.9,,,,,,,"Hägerstensvägen 132, 126 48 Stockholm, Sverige",Bistro
101,101,101,4cee33f362ef6dcb4988f759,Valhallabageriet,59.339099459729994,18.097470750019955,Valhallavägen 174,5125,115 27,SE,Stockholm,Storstockholm,Sverige,Bakery,31.0,90.0,9.0,1.0,Credit Cards: Yes,4686629763.0,,,,"Valhallavägen 174, 115 27 Stockholm, Sverige",Bakery
102,102,102,4b18ff8ff964a52007d723e3,Indian Garden,59.312291477903536,18.07155526970241,Västgötagatan 18,2190,118 27,SE,Stockholm,Storstockholm,Sverige,Indian Restaurant,41.0,121.0,7.8,2.0,Credit Cards: Yes,4686407430.0,,,,"Västgötagatan 18 (Åsögatan), 118 27 Stockholm, Sverige",Indian Restaurant
103,103,103,5117adc1c84c8398da8ba2bd,Svenska Hamburgerköket,59.30012900000001,18.00398,Tellusborgsvägen 78,4583,126 37,SE,Stockholm,Storstockholm,Sverige,Burger Joint,66.0,198.0,8.6,2.0,Credit Cards: Yes (incl. American Express & MasterCard),46868441343.0,,,,"Tellusborgsvägen 78, 126 37 Hägersten, Sverige","Burger Joint, Beer Garden"
104,104,104,4c1c92b7b9f876b0fa227c46,Lundbergs Konditori,59.3159713,18.010374800000022,Sjöbjörnsvägen 2,4849,117 67,SE,Stockholm,Storstockholm,Sverige,Bakery,12.0,41.0,8.8,1.0,Credit Cards: Yes,4686452034.0,,279873458816795.0,,"Sjöbjörnsvägen 2 (Gröndalsvägen), 117 67 Stockholm, Sverige","Bakery, Café"
105,105,105,4adcdaf0f964a520495b21e3,Rolfs Kök,59.338751,18.057014,Tegnérgatan 41,5248,111 61,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,180.0,517.0,9.1,3.0,Credit Cards: Yes (incl. American Express),468101696.0,,,,"Tegnérgatan 41, 111 61 Stockholm, Sverige",Scandinavian Restaurant
106,106,106,4c19f2f9838020a17270e661,Orangeriet,59.32644673376238,18.04396431329224,Norr Mälarstrand Kajplats 464,4294,112 20,SE,Stockholm,Storstockholm,Sverige,Italian Restaurant,30.0,183.0,8.4,2.0,Credit Cards: Yes (incl. American Express & MasterCard),46868423875.0,nsvanstrom,,,"Norr Mälarstrand Kajplats 464, 112 20 Stockholm, Sverige","Italian Restaurant, Pizza Place, Cocktail Bar"
107,107,107,4adcdaecf964a520105a21e3,Sturehof,59.33595849294205,18.073129465411625,Stureplan 2,4752,111 37,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,130.0,499.0,8.7,3.0,Credit Cards: Yes (incl. American Express & MasterCard),4684405730.0,sturehofskocken,130971160304325.0,,"Stureplan 2, 111 37 Stockholm, Sverige","Scandinavian Restaurant, Seafood Restaurant, Cocktail Bar"
108,108,108,4bc99e940687ef3b1031dacc,Restauration Gubbhyllan,59.32483886379123,18.100984614053168,Skansen,3615,,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,5.0,16.0,8.2,2.0,Credit Cards: Yes,4684428026.0,,,,"Skansen, Stockholm, Sverige","Scandinavian Restaurant, Café, Organic Grocery"
109,109,109,4adcdaecf964a5200b5a21e3,Café Dello Sport,59.31835596093271,18.035340271094974,Pålsundsgatan 8,3887,117 31,SE,Stockholm,Storstockholm,Sverige,Italian Restaurant,21.0,50.0,8.3,2.0,Credit Cards: Yes,4686687488.0,,,,"Pålsundsgatan 8, 117 31 Stockholm, Sverige","Italian Restaurant, Café, Pizza Place"
110,110,110,4d7124bf0bcc224bf4381259,AG Restaurang & Bar,59.335197523136976,18.034913650432504,Kronobergsgatan 37,5393,112 33,SE,Stockholm,Storstockholm,Sverige,Steakhouse,95.0,337.0,9.1,4.0,Credit Cards: Yes (incl. American Express & MasterCard),46841068100.0,,164896206896426.0,http://www.restaurangag.se/wp-content/themes/capricorn/meny/MatMeny_AG_webben.pdf,"Kronobergsgatan 37, 112 33 Stockholm, Sverige","Steakhouse, Bar"
111,111,111,4f2d7313e4b083c4273a5328,Chong Qing,59.31299739999999,18.028480100000024,Liljeholmsvägen 8,3804,,SE,Stockholm,Storstockholm,Sverige,Chinese Restaurant,23.0,63.0,8.2,1.0,Credit Cards: Yes (incl. Visa & MasterCard),4686451149.0,,254372118029480.0,,"Liljeholmsvägen 8, Stockholm, Sverige",Chinese Restaurant
112,112,112,4af18c17f964a5204ee121e3,Vurma,59.315474,18.029567,Bergsunds Strand 31,3918,117 35,SE,Stockholm,Storstockholm,Sverige,Café,33.0,137.0,8.3,1.0,Credit Cards: Yes (incl. Visa & MasterCard),4686690960.0,,390112784391004.0,,"Bergsunds Strand 31 (at Bergsundsgatan), 117 35 Stockholm, Sverige","Café, Salad Place, Sandwich Place"
113,113,113,4b5d79b4f964a5203a5e29e3,Kajsas Fisk,59.33452074573018,18.06230166096553,Hötorgshallen 3,4713,111 57,SE,Stockholm,Storstockholm,Sverige,Seafood Restaurant,62.0,138.0,8.6,3.0,Credit Cards: Yes (incl. Visa & MasterCard),468207262.0,,,,"Hötorgshallen 3, 111 57 Stockholm, Sverige",Seafood Restaurant
114,114,114,557561e6498e2a6bb7550f1a,Krubb,59.333144457396486,18.043616101702682,Carl-Gustaf Lindstedts gata 2,4953,112 69,SE,Stockholm,Storstockholm,Sverige,Burger Joint,19.0,49.0,8.7,1.0,Credit Cards: Yes (incl. NFC Payments & MasterCard),46709244734.0,,758245077625983.0,,"Carl-Gustaf Lindstedts gata 2, 112 69 Stockholm, Sverige",Burger Joint
115,115,115,59a910f8acb00b097b7434a5,Gast,59.33981823199378,18.05663347247394,Rådmansgatan 57,5368,113 60,SE,Stockholm,Storstockholm,Sverige,Café,22.0,106.0,9.0,1.0,Credit Cards: Yes,468270222.0,,121060388554415.0,,"Rådmansgatan 57, 113 60 Stockholm, Sverige",Café
116,116,116,58e912649f25836797512d87,Meno Male Kungsholmen,59.32880299726967,18.045111324107765,Hantverkargatan 14,4487,112 21,SE,Stockholm,Storstockholm,Sverige,Pizza Place,20.0,67.0,8.4,1.0,,468141410.0,,,,"Hantverkargatan 14 (Pipersgatan), 112 21 Stockholm, Sverige","Pizza Place, Italian Restaurant"
117,117,117,4adcdaebf964a520b45921e3,Riche,59.33362969584118,18.07539431458287,Birger Jarlsgatan 4,4480,114 34,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,131.0,555.0,8.4,3.0,Credit Cards: Yes (incl. American Express),46854503560.0,,125893024135622.0,,"Birger Jarlsgatan 4, 114 34 Stockholm, Sverige","Scandinavian Restaurant, Cocktail Bar"
118,118,118,4f36a4c2e4b0beedd121dfd6,Adam/Albin,59.34291999999999,18.065931,Rådmansgatan 16,5581,114 25,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,22.0,131.0,9.1,2.0,Credit Cards: Yes,4684115535.0,,,,"Rådmansgatan 16 (btwn Karlavägen & Fryxellsgatan), 114 25 Stockholm, Sverige",Scandinavian Restaurant
119,119,119,53062212498e13c3403aac70,Café Pascal,59.34201941754685,18.051979609456442,Norrtullsgatan 4,5681,113 29,SE,Stockholm,Storstockholm,Sverige,Café,160.0,575.0,9.3,2.0,Credit Cards: Yes,468316110.0,,583464158367646.0,,"Norrtullsgatan 4 (Sandåsgatan), 113 29 Stockholm, Sverige","Café, Coffee Shop"
120,120,120,5566e50a498ecc78bd6d408c,Diwan,59.34073333129454,18.091595179879395,Valhallavägen 153,5266,115 31,SE,Stockholm,Storstockholm,Sverige,Persian Restaurant,3.0,20.0,8.8,,Credit Cards: Yes (incl. Visa & MasterCard),4686673757.0,,1489717021288096.0,http://www.diwan.se/meny,"Valhallavägen 153, 115 31 Stockholm, Sverige",Persian Restaurant
121,121,121,5b9788ff2b274a002cf71d06,Meno Male Östermalm,59.33800242076022,18.081296682357788,Sibyllegatan 47,4944,114 42,SE,Stockholm,Storstockholm,Sverige,Pizza Place,5.0,18.0,8.6,1.0,Credit Cards: Yes,468141410.0,,,,"Sibyllegatan 47, 114 42 Stockholm, Sverige","Pizza Place, Italian Restaurant"
122,122,122,5b438aa3ca18ea002cd98be6,Naked fish,59.330632,18.050017,Kungsholmsgatan 4A,4542,112 27,SE,Stockholm,Storstockholm,Sverige,Sushi Restaurant,6.0,6.0,8.4,2.0,,468298910.0,,,,"Kungsholmsgatan 4A, 112 27 Stockholm, Sverige",Sushi Restaurant
123,123,123,4cb0539e562d224bea3c1588,Fabrique stenugnsbageri,59.31595704240701,18.05609551830745,Rosenlundsgatan 28,2938,118 53,SE,Stockholm,Storstockholm,Sverige,Bakery,12.0,72.0,7.9,1.0,Credit Cards: Yes,468390737.0,stenugnsbageri,,,"Rosenlundsgatan 28 (at Wollmar Yxkullsgatan), 118 53 Stockholm, Sverige","Bakery, Café"
124,124,124,592abe5bda2e0026b1c4775d,Barrels Burgers & Beer,59.333572,18.070965,Smålandsgatan 22,4507,111 46,SE,Stockholm,Storstockholm,Sverige,Burger Joint,21.0,110.0,8.4,1.0,Credit Cards: Yes,,,,http://barrels.se/meny/city,"Smålandsgatan 22, 111 46 Stockholm, Sverige","Burger Joint, Beer Bar"
125,125,125,4e7074dbaeb7424433883426,Miss Voon,59.338491365995395,18.074875796352465,Sturegatan 22,5021,114 36,SE,Stockholm,Storstockholm,Sverige,Asian Restaurant,58.0,165.0,8.6,2.0,Credit Cards: Yes,46850524470.0,,,,"Sturegatan 22, 114 36 Stockholm, Sverige","Asian Restaurant, Cocktail Bar"
126,126,126,4bc0c63fabf4952198d8bf93,Lux Dag för Dag,59.322993,18.007087,Primusgatan 105,5441,112 67,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,22.0,78.0,8.9,2.0,Credit Cards: Yes (incl. Visa),4686190190.0,,,,"Primusgatan 105, 112 67 Stockholm, Sverige",Scandinavian Restaurant
127,127,127,51041df0e4b073eb96e6d58e,Farang,59.34160154659333,18.062363697422366,Tulegatan 7,5477,113 53,SE,Stockholm,Storstockholm,Sverige,Asian Restaurant,78.0,368.0,8.9,2.0,Credit Cards: Yes (incl. American Express & MasterCard),4686737400.0,farangstockholm,408141752582666.0,,"Tulegatan 7 (Rådmansgatan), 113 53 Stockholm, Sverige","Asian Restaurant, Thai Restaurant, Cocktail Bar"
128,128,128,5436b49b498e5eeeb3351f1f,Kommendören,59.33915878835433,18.077295132440764,Kommendörsgatan 7,5084,114 48,SE,Stockholm,Storstockholm,Sverige,Modern European Restaurant,8.0,68.0,8.6,,Credit Cards: Yes (incl. American Express & MasterCard),4686616700.0,,1476923929237267.0,http://www.kommendoren.se/meny,"Kommendörsgatan 7 (Brahegatan), 114 48 Stockholm, Sverige",Modern European Restaurant
129,129,129,57ae2bf7498ed2678a5b36ae,Portal,59.33896045148193,18.03916454315185,S:t Eriksplan 1,5645,112 34,SE,Stockholm,Storstockholm,Sverige,Modern European Restaurant,14.0,53.0,9.0,,Credit Cards: Yes (incl. Visa & MasterCard),468301101.0,,1061045303969175.0,,"S:t Eriksplan 1 (Torsgatan), 112 34 Stockholm, Sverige",Modern European Restaurant
130,130,130,4af7f9e2f964a520a40a22e3,La Neta,59.33654027472968,18.05813109259102,Barnhusgatan 2,4994,111 23,SE,Stockholm,Storstockholm,Sverige,Taco Place,175.0,578.0,8.6,1.0,Credit Cards: Yes,4684115880.0,somoslaneta,112725197291.0,,"Barnhusgatan 2, 111 23 Stockholm, Sverige",Taco Place
131,131,131,546bd0bf498e2c2a5b40795c,Franky's,59.33981559819763,18.060429096221927,Tegnérgatan 16,5310,111 40,SE,Stockholm,Storstockholm,Sverige,Burger Joint,20.0,53.0,8.8,1.0,Credit Cards: Yes,468227722.0,,1521921874691695.0,,"Tegnérgatan 16, 111 40 Stockholm, Sverige",Burger Joint
132,132,132,584adf7a0319b8761c0de9d4,Lillebrors Bageri,59.34001439883164,18.033859451463552,Rörstrandsgatan 12,5888,113 40,SE,Stockholm,Storstockholm,Sverige,Bakery,13.0,37.0,9.3,1.0,Credit Cards: Yes,,,251885791892973.0,,"Rörstrandsgatan 12, 113 40 Stockholm, Sverige",Bakery
133,133,133,592b0307f62e0970eb54b2b8,MGL Sushi,59.307217,18.026964000000003,Fredsborgstorget 6,3557,117 60,SE,Stockholm,Storstockholm,Sverige,Sushi Restaurant,3.0,12.0,8.0,2.0,Credit Cards: Yes (incl. Visa & MasterCard),46842001700.0,,,https://mglsushi.se/meny-liljeholmskajen,"Fredsborgstorget 6, 117 60 Stockholm, Sverige",Sushi Restaurant
134,134,134,5237249a11d239c3d043753e,Lilla Ego,59.34356999999999,18.045528,Västmannagatan 69,5968,113 26,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,44.0,169.0,9.4,3.0,Credit Cards: Yes,468274455.0,lillaego_krog,,,"Västmannagatan 69, 113 26 Stockholm, Sverige","Scandinavian Restaurant, Modern European Restaurant"
135,135,135,528e762f11d295ab1ee6fae6,Flippin' Burgers,59.34057347629869,18.050908253814054,Observatoriegatan 8,5548,113 29,SE,Stockholm,Storstockholm,Sverige,Burger Joint,206.0,604.0,8.9,2.0,Credit Cards: Yes,4686540300.0,flippin_se,,,"Observatoriegatan 8 (Upplandsgatan), 113 29 Stockholm, Sverige","Burger Joint, Bar"
136,136,136,5728e6ea498ef40360e9b6a8,Matsu Sushi,59.318479,18.058531,Hornsgatan 94,3114,118 21,SE,Stockholm,Storstockholm,Sverige,Sushi Restaurant,4.0,9.0,7.9,2.0,,468849740.0,,,,"Hornsgatan 94, 118 21 Stockholm, Sverige",Sushi Restaurant
137,137,137,5ad4d30ae0c0c95f1ec081ac,BaP - Burgers and Pastrami,59.33680479159396,18.082304475475148,Linnégatan 38,4810,114 47,SE,Stockholm,Storstockholm,Sverige,American Restaurant,6.0,18.0,8.4,2.0,,,,,,"Linnégatan 38, 114 47 Stockholm, Sverige","American Restaurant, Burger Joint, Sandwich Place"
138,138,138,5729dd0c498e1b2c0e75fe70,Restaurang Hantverket,59.34142778437714,18.076879017762774,Sturegatan 15,5337,114 36,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,7.0,49.0,8.7,2.0,Credit Cards: Yes,46812132160.0,,860926490683462.0,http://restauranghantverket.se/en/dinner/,"Sturegatan 15, 114 36 Stockholm, Sverige","Scandinavian Restaurant, Bar"
139,139,139,4c64e6795e61d13abda8ba85,Verandan,59.32952257573458,18.075072798824642,Södra Blasieholmshamnen 8,4028,103 27,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,7.0,36.0,8.1,2.0,Credit Cards: Yes,4686793586.0,grandhotelsthlm,,,"Södra Blasieholmshamnen 8, 103 27 Stockholm, Sverige","Scandinavian Restaurant, Breakfast Spot, Bar"
140,140,140,58f4bb6f51950e59f04d2c05,Holy Greens,59.331720406673234,18.068477923516184,Regeringsgatan 28,4329,111 53,SE,Stockholm,Storstockholm,Sverige,Salad Place,9.0,36.0,8.2,1.0,Credit Cards: Yes,468226222.0,holygreens_se,178881888965490.0,,"Regeringsgatan 28, 111 53 Stockholm, Sverige",Salad Place
141,141,141,4fac9eaee4b0faae2cf6bb4a,Le Violon Dingue,59.33629064674575,18.061386644840237,Olof Palmes Gata 12,4916,111 37,SE,Stockholm,Storstockholm,Sverige,Bakery,25.0,81.0,8.4,1.0,Credit Cards: Yes,46856297373.0,,327334957315790.0,,"Olof Palmes Gata 12, 111 37 Stockholm, Sverige",Bakery
142,142,142,54f714f9498e6d95caee8f2c,800 grader,59.342145,18.040774,Sigtunagatan 17,5926,,SE,Stockholm,Storstockholm,Sverige,Pizza Place,48.0,137.0,9.1,1.0,Credit Cards: Yes,46708589598.0,,278299515714264.0,,"Sigtunagatan 17, Stockholm, Sverige",Pizza Place
143,143,143,4b65702df964a52092f02ae3,Flickorna Helin,59.32859300000001,18.1025217,Rosendalsvägen 14,4040,115 21,SE,Stockholm,Storstockholm,Sverige,Café,15.0,61.0,8.1,1.0,Credit Cards: Yes,4686645108.0,,256064661078170.0,,"Rosendalsvägen 14 (Skånska Gruvan), 115 21 Stockholm, Sverige","Café, Bakery"
144,144,144,565d6c00498eb925f0be5db2,Jim & Jacob,59.3452661543171,18.05653399981825,Surbrunnsgatan 38,5953,113 48,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,7.0,49.0,9.1,2.0,Credit Cards: Yes,468150115.0,,,,"Surbrunnsgatan 38, 113 48 Stockholm, Sverige","Scandinavian Restaurant, French Restaurant"
145,145,145,59ae930748b04e2920cafdeb,Bullar & Bröd,59.346599425822774,18.06869450796653,Valhallavägen 65,5960,114 28,SE,Stockholm,Storstockholm,Sverige,Café,7.0,29.0,9.1,1.0,,,,,,"Valhallavägen 65, 114 28 Stockholm, Sverige","Café, Bakery"
146,146,146,58c6c5686ad73d0d99571e20,18|89 Fast Fine Pizza,59.33426521080255,18.070620010608906,Mäster Samuelsgatan 18,4586,111 44,SE,Stockholm,Storstockholm,Sverige,Pizza Place,25.0,60.0,8.3,1.0,Credit Cards: Yes (incl. American Express & MasterCard),,,389876678014960.0,http://1889.pizza/wp-content/uploads/2017/04/meny-uppslag.pdf,"Mäster Samuelsgatan 18, 111 44 Stockholm, Sverige",Pizza Place
147,147,147,527d306d11d2c9e38af58c2e,Cafe Facile,59.34389415738943,18.05723231479239,Luntmakargatan 99,5795,113 51,SE,Stockholm,Storstockholm,Sverige,French Restaurant,14.0,52.0,8.9,3.0,Credit Cards: Yes,468326103.0,cafefacile,,,"Luntmakargatan 99, 113 51 Stockholm, Sverige",French Restaurant
148,148,148,4dc024fb81545e1cc7dda206,Svartengrens,59.345947,18.058882,Tulegatan 24,5993,113 53,SE,Stockholm,Storstockholm,Sverige,Scandinavian Restaurant,39.0,132.0,9.0,2.0,Credit Cards: Yes,4686126550.0,svartengrens,140942232631796.0,http://www.svartengrens.se/wp-content/uploads/2014/03/restaurangmeny.pdf,"Tulegatan 24 (Surbrunnsgatan), 113 53 Stockholm, Sverige","Scandinavian Restaurant, Steakhouse, Bar"
149,149,149,4cacb7cc2f08236aeb568e61,Griffins’ Steakhouse,59.32995290317805,18.054711669106066,Klarabergsviadukten 67,4366,111 64,SE,Stockholm,Storstockholm,Sverige,Steakhouse,76.0,180.0,8.2,4.0,Credit Cards: Yes (incl. American Express & MasterCard),46851942270.0,,,http://griffinssteakhouse.se/menyer/,"Klarabergsviadukten 67 (Waterfront Building), 111 64 Stockholm, Sverige","Steakhouse, Seafood Restaurant, Scandinavian Restaurant"
